data,iter,n,m,p,s4pm,agraph,glmnet,s4pm_time,agraph_time
CASP,1,45730,200,9,0.844503596505635,0.865379974064281,0.914811204275566,17.069,9.362
CASP,2,45730,200,9,0.835452385896612,0.839656382829158,0.865322769743883,13.244,8.698
CASP,3,45730,200,9,0.900386967113692,0.917455099818847,0.943384260117806,13.292,8.952
CASP,4,45730,200,9,0.899579703846552,0.895014695846555,0.952908810201938,12.777,9.55800000000001
CASP,5,45730,200,9,0.887352881322931,0.875667183948325,0.851068653720017,13.787,9.08499999999999
CASP,6,45730,200,9,0.862754437077578,0.865355871847718,0.902020947304819,13.368,9.29600000000002
CASP,7,45730,200,9,0.898725267371954,0.894366569777874,0.944776560771716,13.791,9.22499999999999
CASP,8,45730,200,9,0.845788443134856,0.8830827998259,0.895613584795021,13.349,8.74299999999999
CASP,9,45730,200,9,0.844097296132889,0.845889016671128,0.902956518200982,13.686,9.04300000000001
CASP,10,45730,200,9,0.857397874150074,0.861217865019148,0.905656766157632,13.538,9.15000000000001
CASP,1,45730,500,9,0.820497288380998,0.817092101079186,0.856639861483061,18.388,9.827
CASP,2,45730,500,9,0.805376222521068,0.819771505649552,0.858586634843871,18.571,9.45500000000004
CASP,3,45730,500,9,0.826186214247704,0.837243956572104,0.880830090215171,18.44,9.59299999999996
CASP,4,45730,500,9,0.837268345884413,0.848068993188769,0.893987662105994,18.735,9.78500000000003
CASP,5,45730,500,9,0.817540858027929,0.874313867359005,0.87440964174575,18.668,9.45699999999999
CASP,6,45730,500,9,0.832527887850198,0.845037909491105,0.881174577370483,18.703,9.54900000000004
CASP,7,45730,500,9,0.807461819020189,0.821359667566004,0.856480742322492,18.331,9.12100000000004
CASP,8,45730,500,9,0.836240555984746,0.831036884739129,0.872332246475308,18.442,9.42000000000002
CASP,9,45730,500,9,0.842565299129975,0.837287098582845,0.864097210425995,18.284,9.60900000000004
CASP,10,45730,500,9,0.809934449268101,0.816954343031475,0.842541436279299,18.663,9.13099999999997
CASP,1,45730,1000,9,0.788409416618835,0.81289554967347,0.849855182192237,29.649,11.4849999999999
CASP,2,45730,1000,9,0.793049194587441,0.811205693592334,0.857935453471964,31.071,11.659
CASP,3,45730,1000,9,0.810842321392103,0.837549913270148,0.871383768486779,30.95,11.831
CASP,4,45730,1000,9,0.79502006754456,0.819669706459258,0.867065465536891,30.764,11.21
CASP,5,45730,1000,9,0.799172591792146,0.825329882180448,0.859840947874542,30.984,11.6949999999999
CASP,6,45730,1000,9,0.792904454460418,0.821376499308936,0.873767074511453,30.1990000000001,11.076
CASP,7,45730,1000,9,0.791045725678278,0.812195160343316,0.871670748277669,28.873,10.705
CASP,8,45730,1000,9,0.78597522091554,0.806291786645321,0.847636041226834,29.172,11.362
CASP,9,45730,1000,9,0.79496399800516,0.824978715782042,0.869304411861295,29.2330000000001,11.308
CASP,10,45730,1000,9,0.788044571943339,0.810417495164792,0.841941801813167,29.399,10.586
CASP,1,45730,2000,9,0.774455306426464,0.79703530835702,0.851563294109723,76.4169999999999,14.867
CASP,2,45730,2000,9,0.784430869014349,0.804074640173996,0.861219391711915,73.4590000000001,14.3780000000002
CASP,3,45730,2000,9,0.778185798178232,0.816697359165355,0.860444388402957,72.654,15.848
CASP,4,45730,2000,9,0.772955164671781,0.812686464929375,0.871925348293769,73.4659999999999,16.6559999999999
CASP,5,45730,2000,9,0.772099577643956,0.804492767496026,0.856017917488298,73.5060000000001,15.3030000000001
CASP,6,45730,2000,9,0.765403036756256,0.794065007869525,0.853197271027308,73.9829999999999,16.569
CASP,7,45730,2000,9,0.763039679319992,0.796564511105677,0.858757331238663,73.202,15.8709999999999
CASP,8,45730,2000,9,0.778191685628882,0.803688519601596,0.863270395327469,72.8,16.115
CASP,9,45730,2000,9,0.773003237300503,0.816551837890534,0.869570684859354,72.125,16.395
CASP,10,45730,2000,9,0.771762920785429,0.80156109974787,0.85541093456959,73.221,16.326
CASP,1,45730,5000,9,0.739278091433463,0.789261435709381,0.86013022608316,431.163,23.7860000000001
CASP,2,45730,5000,9,0.730346396519605,0.791029625074727,0.857873268059068,431.112,25.9090000000001
CASP,3,45730,5000,9,0.736992706143017,0.790291195054552,0.859031861995754,432.943,24.3099999999999
CASP,4,45730,5000,9,0.732961902295561,0.786662352504213,0.861003281737904,424.075,23.3959999999997
CASP,5,45730,5000,9,0.726719252682141,0.782028186618542,0.84631492375128,423.926,23.6050000000005
CASP,6,45730,5000,9,0.726179982601571,0.787093469566877,0.853855544312443,432.469,29.2540000000008
CASP,7,45730,5000,9,0.731581163167068,0.784712698128096,0.852602613654611,429.826,28.6979999999994
CASP,8,45730,5000,9,0.727165015266818,0.779174930922,0.849465048780276,430.936000000001,26.5409999999993
CASP,9,45730,5000,9,0.731249270459402,0.789289476238622,0.862686417468042,431.222,24.3180000000002
CASP,10,45730,5000,9,0.738387722696086,0.786246146719725,0.857496872651586,420.303,24.3399999999992
CASP,1,45730,10000,9,0.708790505093017,0.78165744616865,0.856107781019631,1832.35,45.7429999999986
CASP,2,45730,10000,9,0.709393207230484,0.777166813848295,0.852241878874779,1825.556,48.523000000001
CASP,3,45730,10000,9,0.696854575989443,0.773870203890691,0.850931282338141,1800.911,43.7420000000002
CASP,4,45730,10000,9,0.697764372832695,0.774474512800839,0.852084602328693,1837.599,44.3419999999987
CASP,5,45730,10000,9,0.701202201253383,0.775747617808861,0.849089098117293,1839.388,43.4939999999988
CASP,6,45730,10000,9,0.697679528145867,0.774107367602982,0.84937838094797,1839.698,45.1959999999999
CASP,7,45730,10000,9,0.697891160329493,0.777553945993268,0.852740824863319,1838.668,43.5380000000005
CASP,8,45730,10000,9,0.695997832419888,0.771326297104473,0.844573923439331,1760.476,42.630000000001
CASP,9,45730,10000,9,0.705299770120541,0.777774344393235,0.856071662511044,1747.993,42.3689999999988
CASP,10,45730,10000,9,0.712340780459546,0.781805725196731,0.858653870641513,1730.271,44.4799999999996
